code,name,slug,constituency_code,constituency_name,county_code,county_name,sub_county,aliases
757,Kemeloi-Maraba,kemeloi-maraba,152,Aldai,29,Nandi,aldai,
758,Kobujoi,kobujoi,152,Aldai,29,Nandi,aldai,
759,Kaptumo-Kaboi,kaptumo-kaboi,152,Aldai,29,Nandi,aldai,
760,Koyo-Ndurio,koyo-ndurio,152,Aldai,29,Nandi,aldai,
761,Nandi Hills,nandi-hills,153,Nandi Hills,29,Nandi,nandi-east,
762,Chepkunyuk,chepkunyuk,153,Nandi Hills,29,Nandi,nandi-east,
763,Ol'lessos,ollessos,153,Nandi Hills,29,Nandi,nandi-east,
764,Kapchorua,kapchorua,153,Nandi Hills,29,Nandi,nandi-east,
765,Chemundu/Kapng'etuny,chemundu-kapngetuny,154,Chesumei,29,Nandi,chesumei,
766,Kosirai,kosirai,154,Chesumei,29,Nandi,chesumei,
767,Lelmokwo/Ngechek,lelmokwo-ngechek,154,Chesumei,29,Nandi,chesumei,
768,Kaptel/Kamoiywo,kaptel-kamoiywo,154,Chesumei,29,Nandi,chesumei,
769,Kiptuya,kiptuya,154,Chesumei,29,Nandi,chesumei,
770,Chepkumia,chepkumia,155,Emgwen,29,Nandi,emgwen,
771,Kapkangani,kapkangani,155,Emgwen,29,Nandi,emgwen,
772,Kapsabet,kapsabet,155,Emgwen,29,Nandi,emgwen,
773,Kilibwoni,kilibwoni,155,Emgwen,29,Nandi,emgwen,
774,Chepterwai,chepterwai,156,Mosop,29,Nandi,mosop,
775,Kipkaren,kipkaren,156,Mosop,29,Nandi,mosop,
776,Kurgung/Surungai,kurgung-surungai,156,Mosop,29,Nandi,mosop,
777,Kabiyet,kabiyet,156,Mosop,29,Nandi,mosop,
778,Ndalat,ndalat,156,Mosop,29,Nandi,mosop,
779,Kabisaga,kabisaga,156,Mosop,29,Nandi,mosop,
780,Sangalo/Kebulonik,sangalo-kebulonik,156,Mosop,29,Nandi,mosop,
781,Tirioko,tirioko,157,Tiaty,30,Baringo,tiaty,
782,Kolowa,kolowa,157,Tiaty,30,Baringo,tiaty,
783,Ribkwo,ribkwo,157,Tiaty,30,Baringo,tiaty,
784,Silale,silale,157,Tiaty,30,Baringo,tiaty,
785,Loiyamorock,loiyamorock,157,Tiaty,30,Baringo,tiaty,
786,Tangulbei/Korossi,tangulbei-korossi,157,Tiaty,30,Baringo,tiaty,
787,Churo/Amaya,churo-amaya,157,Tiaty,30,Baringo,tiaty,
788,Barwessa,barwessa,158,Baringo North,30,Baringo,baringo-north,
789,Kabartonjo,kabartonjo,158,Baringo North,30,Baringo,baringo-north,
790,Saimo/Kipsaraman,saimo-kipsaraman,158,Baringo North,30,Baringo,baringo-north,
791,Saimo/Soi,saimo-soi,158,Baringo North,30,Baringo,baringo-north,
792,Bartabwa,bartabwa,158,Baringo North,30,Baringo,baringo-north,
793,Kabarnet,kabarnet,159,Baringo Central,30,Baringo,baringo-central,
794,Sacho,sacho,159,Baringo Central,30,Baringo,baringo-central,
795,Tenges,tenges,159,Baringo Central,30,Baringo,baringo-central,
796,Ewalel Chapchap,ewalel-chapchap,159,Baringo Central,30,Baringo,baringo-central,
797,Kapropita,kapropita,159,Baringo Central,30,Baringo,baringo-central,
798,Marigat,marigat,160,Baringo South,30,Baringo,marigat,
799,Ilchamus,ilchamus,160,Baringo South,30,Baringo,marigat,
800,Mochongoi,mochongoi,160,Baringo South,30,Baringo,marigat,
801,Mukutani,mukutani,160,Baringo South,30,Baringo,marigat,
802,Mogotio,mogotio,161,Mogotio,30,Baringo,mogotio,
803,Emining,emining,161,Mogotio,30,Baringo,mogotio,
804,Kisanana,kisanana,161,Mogotio,30,Baringo,mogotio,
805,Lembus,lembus,162,Eldama Ravine,30,Baringo,koibatek,
806,Lembus Kwen,lembus-kwen,162,Eldama Ravine,30,Baringo,koibatek,
807,Ravine,ravine,162,Eldama Ravine,30,Baringo,koibatek,
808,Mumberes/Maji Mazuri,mumberes-maji-mazuri,162,Eldama Ravine,30,Baringo,koibatek,
809,Lembus/Perkerra,lembus-perkerra,162,Eldama Ravine,30,Baringo,koibatek,
810,Koibatek,koibatek,162,Eldama Ravine,30,Baringo,koibatek,
811,Olmoran,olmoran,163,Laikipia West,31,Laikipia,laikipia-west,
812,Rumuruti Township,rumuruti-township,163,Laikipia West,31,Laikipia,laikipia-west,
813,Kinamba,kinamba,163,Laikipia West,31,Laikipia,,
814,Marmanet,marmanet,163,Laikipia West,31,Laikipia,laikipia-west,
815,Igwamiti,igwamiti,163,Laikipia West,31,Laikipia,laikipia-west,
816,Salama,salama,163,Laikipia West,31,Laikipia,laikipia-west,
817,Ngobit,ngobit,164,Laikipia East,31,Laikipia,laikipia-east,
818,Tigithi,tigithi,164,Laikipia East,31,Laikipia,laikipia-east,
819,Thingithu,thingithu,164,Laikipia East,31,Laikipia,laikipia-east,
820,Nanyuki,nanyuki,164,Laikipia East,31,Laikipia,laikipia-east,
821,Umande,umande,164,Laikipia East,31,Laikipia,laikipia-east,
822,Sosian,sosian,165,Laikipia North,31,Laikipia,laikipia-north,
823,Segera,segera,165,Laikipia North,31,Laikipia,laikipia-north,
824,Mukogondo West,mukogondo-west,165,Laikipia North,31,Laikipia,laikipia-north,Mugogodo West
825,Mukogondo East,mukogondo-east,165,Laikipia North,31,Laikipia,laikipia-north,Mugogodo East
826,Mariashoni,mariashoni,166,Molo,32,Nakuru,molo,
827,Elburgon,elburgon,166,Molo,32,Nakuru,molo,
828,Turi,turi,166,Molo,32,Nakuru,molo,
829,Molo,molo,166,Molo,32,Nakuru,molo,
830,Maunarok,maunarok,167,Njoro,32,Nakuru,njoro,
831,Mauche,mauche,167,Njoro,32,Nakuru,njoro,
832,Kihingo,kihingo,167,Njoro,32,Nakuru,njoro,
833,Nessuit,nessuit,167,Njoro,32,Nakuru,njoro,
834,Lare,lare,167,Njoro,32,Nakuru,njoro,
835,Njoro,njoro,167,Njoro,32,Nakuru,njoro,
836,Biashara,biashara,168,Naivasha,32,Nakuru,naivasha,
837,Hells Gate,hells-gate,168,Naivasha,32,Nakuru,naivasha,
838,Lakeview,lakeview,168,Naivasha,32,Nakuru,naivasha,
839,Maai-Mahiu,maai-mahiu,168,Naivasha,32,Nakuru,naivasha,Mai Mahiu
840,Maiella,maiella,168,Naivasha,32,Nakuru,,
841,Olkaria,olkaria,168,Naivasha,32,Nakuru,naivasha,
842,Naivasha East,naivasha-east,168,Naivasha,32,Nakuru,naivasha,
843,Viwandani,viwandani,168,Naivasha,32,Nakuru,naivasha,
844,Gilgil,gilgil,169,Gilgil,32,Nakuru,gilgil,
845,Elementaita,elementaita,169,Gilgil,32,Nakuru,gilgil,
846,Mbaruk/Eburu,mbaruk-eburu,169,Gilgil,32,Nakuru,gilgil,
847,Malewa West,malewa-west,169,Gilgil,32,Nakuru,gilgil,
848,Murindati,murindati,169,Gilgil,32,Nakuru,gilgil,
849,Amalo,amalo,170,Kuresoi South,32,Nakuru,kuresoi-south,
850,Keringet,keringet,170,Kuresoi South,32,Nakuru,kuresoi-south,
851,Kiptagich,kiptagich,170,Kuresoi South,32,Nakuru,kuresoi-south,
852,Tinet,tinet,170,Kuresoi South,32,Nakuru,kuresoi-south,
853,Kiptororo,kiptororo,171,Kuresoi North,32,Nakuru,kuresoi-north,
854,Nyota,nyota,171,Kuresoi North,32,Nakuru,kuresoi-north,
855,Sirikwa,sirikwa,171,Kuresoi North,32,Nakuru,kuresoi-north,
856,Kamara,kamara,171,Kuresoi North,32,Nakuru,kuresoi-north,
857,Subukia,subukia,172,Subukia,32,Nakuru,subukia,
858,Waseges,waseges,172,Subukia,32,Nakuru,subukia,
859,Kabazi,kabazi,172,Subukia,32,Nakuru,subukia,
860,Menengai West,menengai-west,173,Rongai,32,Nakuru,rongai,
861,Soin,soin,173,Rongai,32,Nakuru,rongai,
862,Visoi,visoi,173,Rongai,32,Nakuru,rongai,
863,Mosop,mosop,173,Rongai,32,Nakuru,rongai,
864,Solai,solai,173,Rongai,32,Nakuru,rongai,
865,Dundori,dundori,174,Bahati,32,Nakuru,nakuru-north,
866,Kabatini,kabatini,174,Bahati,32,Nakuru,nakuru-north,
867,Kiamaina,kiamaina,174,Bahati,32,Nakuru,nakuru-north,
868,Lanet/Umoja,lanet-umoja,174,Bahati,32,Nakuru,nakuru-north,
869,Bahati,bahati,174,Bahati,32,Nakuru,nakuru-north,
870,Barut,barut,175,Nakuru Town West,32,Nakuru,nakuru-west,
871,London,london,175,Nakuru Town West,32,Nakuru,nakuru-west,
872,Kaptembwo,kaptembwo,175,Nakuru Town West,32,Nakuru,nakuru-west,
873,Kapkures,kapkures,175,Nakuru Town West,32,Nakuru,nakuru-west,
874,Rhoda,rhoda,175,Nakuru Town West,32,Nakuru,nakuru-west,
875,Shaabab,shaabab,175,Nakuru Town West,32,Nakuru,nakuru-west,
876,Biashara,biashara,176,Nakuru Town East,32,Nakuru,,
877,Kivumbini,kivumbini,176,Nakuru Town East,32,Nakuru,nakuru-east,
878,Flamingo,flamingo,176,Nakuru Town East,32,Nakuru,nakuru-east,
879,Menengai,menengai,176,Nakuru Town East,32,Nakuru,nakuru-east,
880,Nakuru East,nakuru-east,176,Nakuru Town East,32,Nakuru,nakuru-east,
881,Kilgoris Central,kilgoris-central,177,Kilgoris,33,Narok,transmara-west,
882,Keyian,keyian,177,Kilgoris,33,Narok,transmara-west,
883,Angata Barikoi,angata-barikoi,177,Kilgoris,33,Narok,transmara-west,
884,Shankoe,shankoe,177,Kilgoris,33,Narok,transmara-west,
885,Kimintet,kimintet,177,Kilgoris,33,Narok,transmara-west,
886,Lolgorian,lolgorian,177,Kilgoris,33,Narok,transmara-west,
887,Ilkerin,ilkerin,178,Emurua Dikirr,33,Narok,transmara-east,
888,Ololmasani,ololmasani,178,Emurua Dikirr,33,Narok,transmara-east,
889,Mogondo,mogondo,178,Emurua Dikirr,33,Narok,transmara-east,
890,Kapsasian,kapsasian,178,Emurua Dikirr,33,Narok,transmara-east,
891,Olpusimoru,olpusimoru,179,Narok North,33,Narok,narok-north,
892,Olokurto,olokurto,179,Narok North,33,Narok,narok-north,
893,Narok Town,narok-town,179,Narok North,33,Narok,narok-north,
894,Nkareta,nkareta,179,Narok North,33,Narok,narok-north,
895,Olorropil,olorropil,179,Narok North,33,Narok,narok-north,
896,Melili,melili,179,Narok North,33,Narok,narok-north,
897,Mosiro,mosiro,180,Narok East,33,Narok,narok-east,
898,Ildamat,ildamat,180,Narok East,33,Narok,narok-east,
899,Keekonyokie,keekonyokie,180,Narok East,33,Narok,narok-east,
900,Suswa,suswa,180,Narok East,33,Narok,narok-east,
901,Majimoto/Naroosura,majimoto-naroosura,181,Narok South,33,Narok,narok-south,
902,Ololulung'a,ololulunga,181,Narok South,33,Narok,narok-south,
903,Melelo,melelo,181,Narok South,33,Narok,narok-south,
904,Loita,loita,181,Narok South,33,Narok,narok-south,
905,Sogoo,sogoo,181,Narok South,33,Narok,narok-south,
906,Sagamian,sagamian,181,Narok South,33,Narok,narok-south,
907,Ilmotiok,ilmotiok,182,Narok West,33,Narok,narok-west,
908,Mara,mara,182,Narok West,33,Narok,narok-west,
909,Siana,siana,182,Narok West,33,Narok,narok-west,
910,Naikarra,naikarra,182,Narok West,33,Narok,narok-west,
911,Olkeri,olkeri,183,Kajiado North,34,Kajiado,kajiado-north,
912,Ongata Rongai,ongata-rongai,183,Kajiado North,34,Kajiado,kajiado-north,
913,Nkaimurunya,nkaimurunya,183,Kajiado North,34,Kajiado,kajiado-north,
914,Oloolua,oloolua,183,Kajiado North,34,Kajiado,kajiado-north,
915,Ngong,ngong,183,Kajiado North,34,Kajiado,kajiado-north,
916,Purko,purko,184,Kajiado Central,34,Kajiado,kajiado-central,
917,Ildamat,ildamat,184,Kajiado Central,34,Kajiado,kajiado-central,
918,Dalalekutuk,dalalekutuk,184,Kajiado Central,34,Kajiado,kajiado-central,
919,Matapato North,matapato-north,184,Kajiado Central,34,Kajiado,kajiado-central,
920,Matapato South,matapato-south,184,Kajiado Central,34,Kajiado,kajiado-central,
921,Kaputiei North,kaputiei-north,185,Kajiado East,34,Kajiado,kajiado-east,
922,Kitengela,kitengela,185,Kajiado East,34,Kajiado,kajiado-east,
923,Oloosirkon/Sholinke,oloosirkon-sholinke,185,Kajiado East,34,Kajiado,kajiado-east,
924,Kenyawa-Poka,kenyawa-poka,185,Kajiado East,34,Kajiado,kajiado-east,
925,Imaroro,imaroro,185,Kajiado East,34,Kajiado,kajiado-east,
926,Keekonyokie,keekonyokie,186,Kajiado West,34,Kajiado,kajiado-west,
927,Iloodokilani,iloodokilani,186,Kajiado West,34,Kajiado,kajiado-west,
928,Magadi,magadi,186,Kajiado West,34,Kajiado,kajiado-west,
929,Ewuaso Oonkidong'i,ewuaso-oonkidongi,186,Kajiado West,34,Kajiado,kajiado-west,
930,Mosiro,mosiro,186,Kajiado West,34,Kajiado,kajiado-west,
931,Entonet/Lenkisim,entonet-lenkisim,187,Kajiado South,34,Kajiado,loitokitok,
932,Mbirikani/Eselenkei,mbirikani-eselenkei,187,Kajiado South,34,Kajiado,loitokitok,
933,Kuku,kuku,187,Kajiado South,34,Kajiado,loitokitok,
934,Rombo,rombo,187,Kajiado South,34,Kajiado,loitokitok,
935,Kimana,kimana,187,Kajiado South,34,Kajiado,loitokitok,
936,Londiani,londiani,188,Kipkelion East,35,Kericho,kipkelion-east,
937,Kedowa/Kimugul,kedowa-kimugul,188,Kipkelion East,35,Kericho,kipkelion-east,
938,Chepseon,chepseon,188,Kipkelion East,35,Kericho,kipkelion-east,
939,Tendeno/Sorget,tendeno-sorget,188,Kipkelion East,35,Kericho,kipkelion-east,
940,Kunyak,kunyak,189,Kipkelion West,35,Kericho,kipkelion-west,
941,Kamasian,kamasian,189,Kipkelion West,35,Kericho,kipkelion-west,
942,Kipkelion,kipkelion,189,Kipkelion West,35,Kericho,kipkelion-west,
943,Chilchila,chilchila,189,Kipkelion West,35,Kericho,kipkelion-west,
944,Kapsoit,kapsoit,190,Ainamoi,35,Kericho,ainamoi,
945,Ainamoi,ainamoi,190,Ainamoi,35,Kericho,ainamoi,
946,Kapkugerwet,kapkugerwet,190,Ainamoi,35,Kericho,ainamoi,
947,Kipchebor,kipchebor,190,Ainamoi,35,Kericho,ainamoi,
948,Kipchimchim,kipchimchim,190,Ainamoi,35,Kericho,ainamoi,
949,Kapsaos,kapsaos,190,Ainamoi,35,Kericho,ainamoi,
950,Kisiara,kisiara,191,Bureti,35,Kericho,bureti,
951,Tebesonik,tebesonik,191,Bureti,35,Kericho,bureti,
952,Cheboin,cheboin,191,Bureti,35,Kericho,bureti,
953,Chemosot,chemosot,191,Bureti,35,Kericho,bureti,
954,Litein,litein,191,Bureti,35,Kericho,bureti,
955,Cheplanget,cheplanget,191,Bureti,35,Kericho,bureti,
956,Kapkatet,kapkatet,191,Bureti,35,Kericho,bureti,
957,Waldai,waldai,192,Belgut,35,Kericho,belgut,
958,Kabianga,kabianga,192,Belgut,35,Kericho,belgut,
959,Cheptororiet/Seretut,cheptororiet-seretut,192,Belgut,35,Kericho,belgut,
960,Chaik,chaik,192,Belgut,35,Kericho,belgut,
961,Kapsuser,kapsuser,192,Belgut,35,Kericho,belgut,
962,Sigowet,sigowet,193,Sigowet/Soin,35,Kericho,sigowet-soin,
963,Kaplelartet,kaplelartet,193,Sigowet/Soin,35,Kericho,sigowet-soin,
964,Soliat,soliat,193,Sigowet/Soin,35,Kericho,sigowet-soin,
965,Soin,soin,193,Sigowet/Soin,35,Kericho,sigowet-soin,
966,Ndanai/Abosi,ndanai-abosi,194,Sotik,36,Bomet,sotik,
967,Chemagel,chemagel,194,Sotik,36,Bomet,sotik,
968,Kipsonoi,kipsonoi,194,Sotik,36,Bomet,sotik,
969,Kapletundo,kapletundo,194,Sotik,36,Bomet,sotik,
970,Rongena/Manaret,rongena-manaret,194,Sotik,36,Bomet,sotik,
971,Kong'asis,kongasis,195,Chepalungu,36,Bomet,chepalungu,
972,Nyangores,nyangores,195,Chepalungu,36,Bomet,chepalungu,
973,Sigor,sigor,195,Chepalungu,36,Bomet,chepalungu,
974,Chebunyo,chebunyo,195,Chepalungu,36,Bomet,chepalungu,
975,Siongiroi,siongiroi,195,Chepalungu,36,Bomet,chepalungu,
976,Merigi,merigi,196,Bomet East,36,Bomet,bomet-east,
977,Kembu,kembu,196,Bomet East,36,Bomet,bomet-east,
978,Longisa,longisa,196,Bomet East,36,Bomet,bomet-east,
979,Kipreres,kipreres,196,Bomet East,36,Bomet,bomet-east,
980,Chemaner,chemaner,196,Bomet East,36,Bomet,bomet-east,
981,Silibwet Township,silibwet-township,197,Bomet Central,36,Bomet,bomet-central,
982,Ndaraweta,ndaraweta,197,Bomet Central,36,Bomet,bomet-central,
983,Singorwet,singorwet,197,Bomet Central,36,Bomet,bomet-central,
984,Chesoen,chesoen,197,Bomet Central,36,Bomet,bomet-central,
985,Mutarakwa,mutarakwa,197,Bomet Central,36,Bomet,bomet-central,
986,Chepchabas,chepchabas,198,Konoin,36,Bomet,konoin,
987,Kimulot,kimulot,198,Konoin,36,Bomet,konoin,
988,Mogogosiek,mogogosiek,198,Konoin,36,Bomet,konoin,
989,Boito,boito,198,Konoin,36,Bomet,konoin,
990,Embomos,embomos,198,Konoin,36,Bomet,konoin,
991,Mautuma,mautuma,199,Lugari,37,Kakamega,lugari,
992,Lugari,lugari,199,Lugari,37,Kakamega,lugari,
993,Lumakanda,lumakanda,199,Lugari,37,Kakamega,lugari,
994,Chekalini,chekalini,199,Lugari,37,Kakamega,lugari,
995,Chevaywa,chevaywa,199,Lugari,37,Kakamega,lugari,
996,Lwandeti,lwandeti,199,Lugari,37,Kakamega,lugari,
997,Likuyani,likuyani,200,Likuyani,37,Kakamega,likuyani,
998,Sango,sango,200,Likuyani,37,Kakamega,likuyani,
999,Kongoni,kongoni,200,Likuyani,37,Kakamega,likuyani,
1000,Nzoia,nzoia,200,Likuyani,37,Kakamega,likuyani,
1001,Sinoko,sinoko,200,Likuyani,37,Kakamega,likuyani,
1002,West Kabras,west-kabras,201,Malava,37,Kakamega,malava,
1003,Chemuche,chemuche,201,Malava,37,Kakamega,malava,
1004,East Kabras,east-kabras,201,Malava,37,Kakamega,malava,
1005,Butali/Chegulo,butali-chegulo,201,Malava,37,Kakamega,malava,
1006,Manda-Shivanga,manda-shivanga,201,Malava,37,Kakamega,malava,
1007,Shirugu-Mugai,shirugu-mugai,201,Malava,37,Kakamega,malava,
1008,South Kabras,south-kabras,201,Malava,37,Kakamega,malava,
1009,Butsotso East,butsotso-east,202,Lurambi,37,Kakamega,lurambi,
1010,Butsotso South,butsotso-south,202,Lurambi,37,Kakamega,lurambi,
1011,Butsotso Central,butsotso-central,202,Lurambi,37,Kakamega,lurambi,
1012,Sheywe,sheywe,202,Lurambi,37,Kakamega,lurambi,
1013,Mahiakalo,mahiakalo,202,Lurambi,37,Kakamega,lurambi,
1014,Shirere,shirere,202,Lurambi,37,Kakamega,lurambi,
1015,Ingostse-Mathia,ingostse-mathia,203,Navakholo,37,Kakamega,navakholo,
1016,Shinoyi-Shikomari-Esumeyia,shinoyi-shikomari-esumeyia,203,Navakholo,37,Kakamega,navakholo,
1017,Bunyala West,bunyala-west,203,Navakholo,37,Kakamega,navakholo,
1018,Bunyala East,bunyala-east,203,Navakholo,37,Kakamega,navakholo,
1019,Bunyala Central,bunyala-central,203,Navakholo,37,Kakamega,navakholo,
1020,Mumias Central,mumias-central,204,Mumias West,37,Kakamega,mumias-west,
1021,Mumias North,mumias-north,204,Mumias West,37,Kakamega,mumias-west,
1022,Etenje,etenje,204,Mumias West,37,Kakamega,mumias-west,
1023,Musanda,musanda,204,Mumias West,37,Kakamega,mumias-west,
1024,Lubinu/Lusheya,lubinu-lusheya,205,Mumias East,37,Kakamega,mumias-east,Lusheya/Lubinu
1025,Isongo/Makunga/Malaha,isongo-makunga-malaha,205,Mumias East,37,Kakamega,mumias-east,Malaha/Isongo/Makunga
1026,East Wanga,east-wanga,205,Mumias East,37,Kakamega,mumias-east,
1027,Koyonzo,koyonzo,206,Matungu,37,Kakamega,matungu,
1028,Kholera,kholera,206,Matungu,37,Kakamega,matungu,
1029,Khalaba,khalaba,206,Matungu,37,Kakamega,matungu,
1030,Mayoni,mayoni,206,Matungu,37,Kakamega,matungu,
1031,Namamali,namamali,206,Matungu,37,Kakamega,matungu,
1032,Marama West,marama-west,207,Butere,37,Kakamega,butere,
1033,Marama Central,marama-central,207,Butere,37,Kakamega,butere,
1034,Marenyo - Shianda,marenyo-shianda,207,Butere,37,Kakamega,butere,
1035,Marama North,marama-north,207,Butere,37,Kakamega,butere,
1036,Marama South,marama-south,207,Butere,37,Kakamega,butere,
1037,Kisa North,kisa-north,208,Khwisero,37,Kakamega,khwisero,
1038,Kisa East,kisa-east,208,Khwisero,37,Kakamega,khwisero,
1039,Kisa West,kisa-west,208,Khwisero,37,Kakamega,khwisero,
1040,Kisa Central,kisa-central,208,Khwisero,37,Kakamega,khwisero,
1041,Isukha North,isukha-north,209,Shinyalu,37,Kakamega,shinyalu,
1042,Murhanda,murhanda,209,Shinyalu,37,Kakamega,shinyalu,
1043,Isukha Central,isukha-central,209,Shinyalu,37,Kakamega,shinyalu,
1044,Isukha South,isukha-south,209,Shinyalu,37,Kakamega,shinyalu,
1045,Isukha East,isukha-east,209,Shinyalu,37,Kakamega,shinyalu,
1046,Isukha West,isukha-west,209,Shinyalu,37,Kakamega,shinyalu,
1047,Idakho South,idakho-south,210,Ikolomani,37,Kakamega,ikolomani,
1048,Idakho East,idakho-east,210,Ikolomani,37,Kakamega,ikolomani,
1049,Idakho North,idakho-north,210,Ikolomani,37,Kakamega,ikolomani,
1050,Idakho Central,idakho-central,210,Ikolomani,37,Kakamega,ikolomani,
1051,Lugaga-Wamuluma,lugaga-wamuluma,211,Vihiga,38,Vihiga,vihiga,
1052,South Maragoli,south-maragoli,211,Vihiga,38,Vihiga,vihiga,
1053,Central Maragoli,central-maragoli,211,Vihiga,38,Vihiga,vihiga,
1054,Mungoma,mungoma,211,Vihiga,38,Vihiga,vihiga,
1055,Lyaduywa/Izava,lyaduywa-izava,212,Sabatia,38,Vihiga,sabatia,
1056,West Sabatia,west-sabatia,212,Sabatia,38,Vihiga,sabatia,
1057,Chavakali,chavakali,212,Sabatia,38,Vihiga,sabatia,
1058,North Maragoli,north-maragoli,212,Sabatia,38,Vihiga,sabatia,
1059,Wodanga,wodanga,212,Sabatia,38,Vihiga,sabatia,
1060,Busali,busali,212,Sabatia,38,Vihiga,sabatia,
1061,Shiru,shiru,213,Hamisi,38,Vihiga,hamisi,
1062,Muhudu,muhudu,213,Hamisi,38,Vihiga,hamisi,
1063,Shamakhokho,shamakhokho,213,Hamisi,38,Vihiga,hamisi,
1064,Gisambai,gisambai,213,Hamisi,38,Vihiga,hamisi,
1065,Banja,banja,213,Hamisi,38,Vihiga,hamisi,
1066,Tambua,tambua,213,Hamisi,38,Vihiga,hamisi,
1067,Jepkoyai,jepkoyai,213,Hamisi,38,Vihiga,hamisi,
1068,Luanda Township,luanda-township,214,Luanda,38,Vihiga,luanda,
1069,Wemilabi,wemilabi,214,Luanda,38,Vihiga,luanda,
1070,Mwibona,mwibona,214,Luanda,38,Vihiga,luanda,
1071,Luanda South,luanda-south,214,Luanda,38,Vihiga,luanda,
1072,Emabungo,emabungo,214,Luanda,38,Vihiga,luanda,
1073,North East Bunyore,north-east-bunyore,215,Emuhaya,38,Vihiga,emuhaya,
1074,Central Bunyore,central-bunyore,215,Emuhaya,38,Vihiga,emuhaya,
1075,West Bunyore,west-bunyore,215,Emuhaya,38,Vihiga,emuhaya,
1076,Cheptais,cheptais,216,Mt.Elgon,39,Bungoma,cheptais,
1077,Chesikaki,chesikaki,216,Mt.Elgon,39,Bungoma,cheptais,
1078,Chepyuk,chepyuk,216,Mt.Elgon,39,Bungoma,cheptais,
1079,Kapkateny,kapkateny,216,Mt.Elgon,39,Bungoma,cheptais,
1080,Kaptama,kaptama,216,Mt.Elgon,39,Bungoma,mt-elgon,
1081,Elgon,elgon,216,Mt.Elgon,39,Bungoma,mt-elgon,
1082,Namwela,namwela,217,Sirisia,39,Bungoma,sirisia,
1083,Malakisi/South Kulisiru,malakisi-south-kulisiru,217,Sirisia,39,Bungoma,sirisia,
1084,Lwandanyi,lwandanyi,217,Sirisia,39,Bungoma,sirisia,
1085,Kabuchai/Chwele,kabuchai-chwele,218,Kabuchai,39,Bungoma,kabuchai,
1086,West Nalondo,west-nalondo,218,Kabuchai,39,Bungoma,kabuchai,
1087,Bwake/Luuya,bwake-luuya,218,Kabuchai,39,Bungoma,kabuchai,
1088,Mukuyuni,mukuyuni,218,Kabuchai,39,Bungoma,kabuchai,
1089,South Bukusu,south-bukusu,219,Bumula,39,Bungoma,bumula,
1090,Bumula,bumula,219,Bumula,39,Bungoma,bumula,
1091,Khasoko,khasoko,219,Bumula,39,Bungoma,bumula,
1092,Kabula,kabula,219,Bumula,39,Bungoma,bumula,
1093,Kimaeti,kimaeti,219,Bumula,39,Bungoma,bumula,
1094,West Bukusu,west-bukusu,219,Bumula,39,Bungoma,bumula,
1095,Siboti,siboti,219,Bumula,39,Bungoma,bumula,
1096,Bukembe West,bukembe-west,220,Kanduyi,39,Bungoma,kanduyi,
1097,Bukembe East,bukembe-east,220,Kanduyi,39,Bungoma,kanduyi,
1098,Township,township,220,Kanduyi,39,Bungoma,kanduyi,
1099,Khalaba,khalaba,220,Kanduyi,39,Bungoma,kanduyi,
1100,Musikoma,musikoma,220,Kanduyi,39,Bungoma,kanduyi,
1101,East Sang'alo,east-sangalo,220,Kanduyi,39,Bungoma,kanduyi,
1102,Marakaru/Tuuti,marakaru-tuuti,220,Kanduyi,39,Bungoma,kanduyi,
1103,Sang'alo West,sangalo-west,220,Kanduyi,39,Bungoma,kanduyi,West Sang'alo
1104,Mihuu,mihuu,221,Webuye East,39,Bungoma,webuye-east,
1105,Ndivisi,ndivisi,221,Webuye East,39,Bungoma,webuye-east,
1106,Maraka,maraka,221,Webuye East,39,Bungoma,webuye-east,
1107,Misikhu,misikhu,222,Webuye West,39,Bungoma,webuye-west,
1108,Sitikho,sitikho,222,Webuye West,39,Bungoma,webuye-west,
1109,Matulo,matulo,222,Webuye West,39,Bungoma,webuye-west,
1110,Bokoli,bokoli,222,Webuye West,39,Bungoma,webuye-west,
1111,Kimilili,kimilili,223,Kimilili,39,Bungoma,kimilili,
1112,Kibingei,kibingei,223,Kimilili,39,Bungoma,kimilili,
1113,Maeni,maeni,223,Kimilili,39,Bungoma,kimilili,
1114,Kamukuywa,kamukuywa,223,Kimilili,39,Bungoma,kimilili,
1115,Mbakalo,mbakalo,224,Tongaren,39,Bungoma,tongaren,
1116,Naitiri/Kabuyefwe,naitiri-kabuyefwe,224,Tongaren,39,Bungoma,tongaren,
1117,Milima,milima,224,Tongaren,39,Bungoma,tongaren,
1118,Ndalu/ Tabani,ndalu-tabani,224,Tongaren,39,Bungoma,tongaren,
1119,Tongaren,tongaren,224,Tongaren,39,Bungoma,tongaren,
1120,Soysambu/ Mitua,soysambu-mitua,224,Tongaren,39,Bungoma,tongaren,
1121,Malaba Central,malaba-central,225,Teso North,40,Busia,teso-north,
1122,Malaba North,malaba-north,225,Teso North,40,Busia,teso-north,
1123,Ang'urai South,angurai-south,225,Teso North,40,Busia,teso-north,
1124,Ang'urai North,angurai-north,225,Teso North,40,Busia,teso-north,
1125,Ang'urai East,angurai-east,225,Teso North,40,Busia,teso-north,
1126,Malaba South,malaba-south,225,Teso North,40,Busia,teso-north,
1127,Ang'orom,angorom,226,Teso South,40,Busia,teso-south,
1128,Chakol South,chakol-south,226,Teso South,40,Busia,teso-south,
